seed file num_of_trials n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

831 1712189783 1 630436 12608720 -61.595949708796546 0.2743320807697073 -3.4782384703106346 0.14058385558777844
831 1712189783 1 630436 12608720 -60.85587052440623 0.2801131436594128 -3.470832740553533 0.14289628074366068
831 1712189783 1 630436 12608720 -60.06098756053259 0.2744265789130967 -3.5108653228296647 0.14595913233234126
831 1712189783 1 630436 12608720 -60.18217223295962 0.2720784191651764 -3.512499697469326 0.1495762671486337
831 1712189783 1 630436 12608720 -61.06131289225283 0.27587899155393064 -3.4630325884227715 0.14231579214855428

831 1712189783 2 630436 25217440 -60.672022344764045 0.2617137992700614 -3.6288649203189776 0.11352006378227628
831 1712189783 2 630436 25217440 -60.662468608414294 0.25988815866794146 -3.589054422497952 0.11421887358213081
831 1712189783 2 630436 25217440 -61.36910505355941 0.26650620511338186 -3.4810440136453282 0.1067511379482309
831 1712189783 2 630436 25217440 -62.15258110293413 0.27379606188913697 -3.477797142061695 0.10611823861813538
831 1712189783 2 630436 25217440 -60.453211536510196 0.2609943428170293 -3.361140308472895 0.1046817080182072

831 1712189783 3 630436 37826160 -61.680251478922386 0.2618186207400396 -3.4510339429643104 0.09313069966743008
831 1712189783 3 630436 37826160 -61.102772874106485 0.260663996366189 -3.4901076251799905 0.09443540932784025
831 1712189783 3 630436 37826160 -61.17182884316532 0.26046388265077614 -3.5945434322769074 0.09899037865961927
831 1712189783 3 630436 37826160 -61.55535380206426 0.2641913976513638 -3.650267417835859 0.10179673528767139
831 1712189783 3 630436 37826160 -61.45108829982678 0.2597460144018347 -3.570107606893898 0.09738629252813505

831 1712189783 4 630436 50434880 -60.724094930550656 0.25568259423608974 -3.377205371544201 0.08213794505449129
831 1712189783 4 630436 50434880 -61.044408653521735 0.2546121446790398 -3.466412717984473 0.08561531791081281
831 1712189783 4 630436 50434880 -61.38329630311457 0.2605988799984753 -3.628704526754339 0.09274794248160068
831 1712189783 4 630436 50434880 -60.979760660774105 0.25717868248941467 -3.4676187983253413 0.08544538007312093
831 1712189783 4 630436 50434880 -61.50295715259407 0.2605099405694029 -3.3765184807496396 0.07828813833892911

831 1712189783 5 630436 63043600 -61.10360426184373 0.25679513120153996 -3.47851158997405 0.08579954958531992
831 1712189783 5 630436 63043600 -61.154778217618706 0.25833092455712925 -3.4078216311318554 0.07999228132811978
831 1712189783 5 630436 63043600 -61.41573377382061 0.26196711782250864 -3.4717495380369496 0.08286296022184036
831 1712189783 5 630436 63043600 -61.7333392740767 0.2609991074293011 -3.5226602244402327 0.08261202397552896
831 1712189783 5 630436 63043600 -61.76979086638188 0.2645860663678725 -3.439426225858739 0.07914894495602265

831 1712189783 6 630436 75652320 -61.86192237357425 0.2620687628843057 -3.5519526346843446 0.08222132576924665
831 1712189783 6 630436 75652320 -61.3183561284845 0.25923540678671375 -3.5714223000065277 0.08151139854075806
831 1712189783 6 630436 75652320 -61.167108303765716 0.25561112505201367 -3.569816292316536 0.08210300456449857
831 1712189783 6 630436 75652320 -62.17340391380717 0.2673884524856982 -3.3996514710253205 0.07647917387976022
831 1712189783 6 630436 75652320 -61.52500558710334 0.26147477455442936 -3.4601935113305484 0.07813170023600713

831 1712189783 7 630436 88261040 -61.18712403873396 0.2509338640052601 -3.56354378874743 0.08167101305186122
831 1712189783 7 630436 88261040 -61.96452918884307 0.2619925290879579 -3.5000357140639764 0.07931888279371455
831 1712189783 7 630436 88261040 -62.02967901088007 0.2644756861835773 -3.4286697682715994 0.07529516773023402
831 1712189783 7 630436 88261040 -61.73964937306711 0.2644161285301806 -3.445570483374452 0.07525466852592427
831 1712189783 7 630436 88261040 -61.92996905474583 0.26433354191747055 -3.5974518341122406 0.08171151225617097

831 1712189783 8 630436 100869760 -61.1907368638674 0.257196152734411 -3.527387932596942 0.07788791090810333
831 1712189783 8 630436 100869760 -61.548695867994546 0.2598301892186353 -3.4615858743760164 0.07546828197610708
831 1712189783 8 630436 100869760 -61.42683396017039 0.25985004176976756 -3.562017020327248 0.07988348934791518
831 1712189783 8 630436 100869760 -61.2496955849288 0.25434612049386796 -3.439222612069165 0.07333532388246017
831 1712189783 8 630436 100869760 -62.157576906451695 0.2633567964017648 -3.4110990632837206 0.07270798326668168

831 1712189783 9 630436 113478480 -61.407098103893006 0.25714135969328605 -3.4731960780099618 0.07216799387588504
831 1712189783 9 630436 113478480 -61.6824197830369 0.25932037570555966 -3.4510252067221954 0.0695141048405284
831 1712189783 9 630436 113478480 -61.285884453229365 0.2544144132697628 -3.582627613671604 0.07681031443264583
831 1712189783 9 630436 113478480 -61.43621117266751 0.2569229816308315 -3.4674957340819503 0.07490605772804229
831 1712189783 9 630436 113478480 -61.448627303802695 0.2582777197200949 -3.538139260876657 0.07450265388903535

831 1712189783 10 630436 126087200 -61.06757515895306 0.2582618376791891 -3.5144391322445108 0.07577321716149814
831 1712189783 10 630436 126087200 -61.55022323996299 0.2638658158127952 -3.4561336746659355 0.072876332900283
831 1712189783 10 630436 126087200 -61.794829352578994 0.2568872470387935 -3.477909340198486 0.07396663500846512
831 1712189783 10 630436 126087200 -61.60621303682983 0.2620084111288637 -3.370336311350334 0.06896538032723354
831 1712189783 10 630436 126087200 -61.67695206063451 0.26074102426458207 -3.480426470608358 0.0738205202321319

831 1712189783 11 630436 138695920 -60.82211721486027 0.24944333446625225 -3.53017646893746 0.07354020221014479
831 1712189783 11 630436 138695920 -62.03307949713446 0.2631447711556726 -3.5081152419767863 0.07416357231569685
831 1712189783 11 630436 138695920 -61.5935444617282 0.26061635024347163 -3.4544723380478843 0.07160100501554853
831 1712189783 11 630436 138695920 -61.90695444504753 0.26179479767868086 -3.4762405534995806 0.07185670587413166
831 1712189783 11 630436 138695920 -61.41193104319675 0.25530618986662257 -3.427405167899635 0.0693664018601046

831 1712189783 12 630436 151304640 -61.43452045540116 0.2554546869490917 -3.558540397814966 0.0757017479774221
831 1712189783 12 630436 151304640 -61.46966704175864 0.2559430597069446 -3.4025994713819108 0.06685545119290008
831 1712189783 12 630436 151304640 -61.22824459420043 0.25715882993828243 -3.544353853517173 0.07434780399020396
831 1712189783 12 630436 151304640 -61.62161656080249 0.26072673042776684 -3.4827953679345165 0.07200837936478191
831 1712189783 12 630436 151304640 -61.674927425207855 0.2595951350132297 -3.442543548246187 0.07039317580466359

831 1712189783 13 630436 163913360 -61.310470249532514 0.2554276874795519 -3.4629289338682274 0.07085613729706722
831 1712189783 13 630436 163913360 -61.27922519705497 0.25450732320906166 -3.477516244473386 0.07072828686777566
831 1712189783 13 630436 163913360 -62.280497081994106 0.262303022987666 -3.505008845052176 0.07182970640459183
831 1712189783 13 630436 163913360 -61.43668949864681 0.2573240031637026 -3.610737557231643 0.0764100870018201
831 1712189783 13 630436 163913360 -61.70906911733891 0.2594275794816737 -3.384813667733934 0.06824910028238265

831 1712189783 14 630436 176522080 -61.50951165920499 0.25938231566509223 -3.4611322655488386 0.06923378681854131
831 1712189783 14 630436 176522080 -60.813129354423054 0.252545097055152 -3.5086100494577965 0.073236061126799
831 1712189783 14 630436 176522080 -61.7485142009704 0.26119525063448756 -3.497109394209846 0.07026056076310028
831 1712189783 14 630436 176522080 -61.62779513403158 0.2593005231544274 -3.450079902996406 0.06939022492146328
831 1712189783 14 630436 176522080 -61.57027004803895 0.25422700518707453 -3.446876581011189 0.06896299802109768

831 1712189783 15 630436 189130800 -61.97570506539327 0.26456065510242327 -3.5105594924874852 0.07231331455017297
831 1712189783 15 630436 189130800 -61.42800523545201 0.2595006368698403 -3.5297958830715817 0.07309153455455639
831 1712189783 15 630436 189130800 -61.280693135780325 0.25864697717115437 -3.5009852467222466 0.07156924093373696
831 1712189783 15 630436 189130800 -61.67551030061967 0.2566863392213353 -3.5958978852468295 0.07467100352263667
831 1712189783 15 630436 189130800 -61.43402519007159 0.2558255326042418 -3.472792135698025 0.07007553498654791

831 1712189783 16 630436 201739520 -61.31240250798662 0.2567546319972302 -3.5256156340541978 0.07178841309823679
831 1712189783 16 630436 201739520 -61.544280671107586 0.26041861883419465 -3.5080134339469913 0.07165976856689993
831 1712189783 16 630436 201739520 -61.826629692811764 0.2631487416658991 -3.373232729759381 0.06670536590634042
831 1712189783 16 630436 201739520 -61.416016442997524 0.25413012473754926 -3.431302163851361 0.06806804501605676
831 1712189783 16 630436 201739520 -61.432894072557 0.2561836726266672 -3.4818621641427883 0.06930207959443618

831 1712189783 17 630436 214348240 -61.84803257638705 0.2578997271465373 -3.48419603608721 0.06920837555309205
831 1712189783 17 630436 214348240 -60.95537708654529 0.2544549124740726 -3.3788756770565644 0.06419282703504531
831 1712189783 17 630436 214348240 -61.79193767628595 0.25740500157232205 -3.46164030874245 0.06806804501605676
831 1712189783 17 630436 214348240 -61.60995587847632 0.25935293388941655 -3.4235981188352955 0.06660927955886042
831 1712189783 17 630436 214348240 -61.1482305993184 0.2568705708958424 -3.4498561966811128 0.06906226077675884

831 1712189783 18 630436 226956960 -61.92001337464745 0.2607378478564009 -3.462605591455137 0.06788698974973081
831 1712189783 18 630436 226956960 -61.70944742755907 0.25818004516852433 -3.4111800119760574 0.06678477611086933
831 1712189783 18 630436 226956960 -61.559171637996144 0.25848100984368894 -3.439698109716514 0.06583503006470345
831 1712189783 18 630436 226956960 -61.85420360490902 0.2618630904545758 -3.457571752826606 0.06915040610378594
831 1712189783 18 630436 226956960 -61.891429709800214 0.2611182227360944 -3.504688751075701 0.06954110431006824

831 1712189783 19 630436 239565680 -61.516071030725584 0.2541936529011724 -3.538199562509269 0.06998580145543021
831 1712189783 19 630436 239565680 -61.23479225424366 0.25671651509905635 -3.4473486466137477 0.06791875383154237
831 1712189783 19 630436 239565680 -61.283292725028026 0.2565251365061416 -3.430539795070134 0.06677286458019
831 1712189783 19 630436 239565680 -61.89739406533216 0.2591139091737845 -3.551209137664208 0.07316776835090413
