seed num_of_speakers n_pairs thresholds_ig eer_ignorant fpr_ignorant thresholds_lz eer_lazy-informed fpr_lazy_informed

0 10 100 -47.52480834584714 0.30000000000000004 0.3 -3.065473305952677 0.21666666666666665 0.23333333333333334
0 20 400 -61.83268387973357 0.34078947368421053 0.33157894736842103 -3.5264990190170917 0.18815789473684208 0.1763157894736842
0 30 900 -62.86827846039461 0.33045977011494254 0.3275862068965517 -4.167506537011395 0.20632183908045976 0.21264367816091953
0 40 1600 -65.53105821510731 0.3538461538461538 0.3576923076923077 -3.8148930731026622 0.17179487179487182 0.1685897435897436
0 50 2500 -64.17063195512105 0.32326530612244897 0.32653061224489793 -4.294733563861391 0.1875510204081633 0.19510204081632654
0 60 3600 -63.503195519847495 0.31864406779661014 0.3206214689265537 -4.540878888507397 0.2024011299435028 0.20480225988700565
0 70 4900 -64.17151678357077 0.31853002070393377 0.3227743271221532 -4.222097268902857 0.18540372670807453 0.18509316770186335
0 80 6400 -65.9256683790466 0.328876582278481 0.332753164556962 -4.180277982529638 0.18552215189873417 0.18354430379746836
0 90 8100 -64.93658833770526 0.3103620474406991 0.3096129837702871 -4.099732648219047 0.18820224719101125 0.1875156054931336
0 100 10000 -63.16631461002809 0.30025252525252527 0.3005050505050505 -4.056273710679174 0.18111111111111114 0.18222222222222223
0 110 12100 -63.160136460800196 0.29190992493744783 0.2929107589658048 -4.2532445436692115 0.1902001668056714 0.18949124270225187
0 120 14400 -62.74481946359355 0.2926820728291316 0.29369747899159665 -4.142496967643327 0.1917016806722689 0.19173669467787116
0 130 16900 -63.19501531282582 0.29227787716159803 0.29224806201550385 -4.039793869266505 0.18404889683959452 0.18348240906380442
0 140 19600 -62.35316215866975 0.2914953751284686 0.29013360739979444 -4.01352838847311 0.18571428571428572 0.18571428571428572
0 150 22500 -61.7703417227504 0.28700223713646533 0.287337807606264 -4.008606266313602 0.18709172259507828 0.18751677852348994
0 160 25600 -61.60834529371241 0.28736242138364776 0.2872248427672956 -4.00404627945466 0.18753930817610065 0.18757861635220127
0 170 28900 -61.757265241950584 0.28106508875739644 0.2797772363383223 -4.024556865932034 0.18454577097111036 0.18673860076575008
0 180 32400 -62.37164901577681 0.27945375543140905 0.28112973308504036 -3.8894427290204256 0.176024208566108 0.17427063935443823
0 190 36100 -61.98094463192751 0.27335004177109434 0.273015873015873 -3.927854854686666 0.17887774993038152 0.1788081314397104
0 200 40000 -61.40256466524686 0.27057788944723615 0.27115577889447234 -3.946035386127234 0.18427135678391962 0.1835427135678392
0 210 44100 -61.87450041922017 0.27614490772385514 0.276099339257234 -3.8848612159835056 0.18025746183640923 0.17956254272043745
0 220 48400 -61.49816853027093 0.2724159402241594 0.27210460772104605 -3.849153117442319 0.1727376504773765 0.17274802822748028
0 230 52900 -61.40030331534291 0.26853996582494777 0.26751471425859125 -3.896043982410798 0.17769128536168594 0.17712170115815454
0 240 57600 --61.35698507848938 0.26698047419804743 0.26729428172942815 3.872369758982599 0.17497384937238497 0.17494769874476987
0 250 62500 -61.261000729582946 0.2719437751004016 0.2718875502008032 -3.8633039981315487 0.1761686746987952 0.17633734939759035

500 10 100 -54.2013047714125 0.4222222222222222 0.4444444444444444 -3.0367784469489103 0.19999999999999998 0.2
500 20 400 -59.516438022646724 0.2802631578947369 0.26052631578947366 -3.6208703075884805 0.1894736842105263 0.17894736842105263
500 30 900 -64.20671104557393 0.3028735632183908 0.3057471264367816 -3.707702220942519 0.16781609195402297 0.16896551724137931
500 40 1600 -61.906362520905255 0.27852564102564104 0.28205128205128205 -3.832419572728816 0.17403846153846156 0.17307692307692307
500 50 2500 -61.200362633309076 0.27918367346938777 0.2783673469387755 -3.9256240557401685 0.17714285714285716 0.1742857142857143
500 60 3600 -61.61686781043341 0.2823446327683616 0.28135593220338984 -3.7010880248281763 0.16313559322033896 0.1596045197740113
500 70 4900 -62.98433695392952 0.3004140786749483 0.3008281573498965 -3.2540110510275766 0.14161490683229816 0.14037267080745341
500 80 6400 -63.51896622462627 0.2929588607594936 0.2984177215189873 -3.575384147158403 0.15150316455696206 0.15300632911392406
500 90 8100 -61.5567423908508 0.26822721598002497 0.2697877652933833 -3.700143163673444 0.16454431960049937 0.16242197253433208
500 100 10000 -62.04711881596533 0.2811111111111111 0.2822222222222222  -3.704710440626026 0.16232323232323234 0.16464646464646465
500 110 12100 -61.189063779582135 0.2658465387823186 0.26805671392827357 -3.81036121492364 0.16484570475396165 0.16605504587155964
500 120 14400 -60.95880174345022 0.2676820728291317 0.2686974789915966 -3.8362491329067634 0.16855742296918766 0.1704481792717087
500 130 16900 -61.74457140185198 0.26964818127608825 0.2700655933214073 -3.8820507687562413 0.17042337507453784 0.1716159809183065
500 140 5040 -68.85797105767625 0.3870903277378097 0.3852917665867306 -4.045620876415566 0.18638232271325797 0.18705035971223022
500 150 22500 -61.09726281324668 0.2802013422818792 0.2804026845637584 -4.126747286122308 0.19807606263982103 0.20281879194630872
500 160 25600 -60.457616312323935 0.2804245283018868 0.2795990566037736 -3.856772346124159 0.1824685534591195 0.183687106918239
500 170 28900 -60.499771344047694 0.2753915767490428 0.2743125652627915 -3.790599563106258 0.1772363383223112 0.17800208840932824
500 180 32400 -61.30253310440014 0.2792364990689013 0.2806952203600248 -3.7938741211948956 0.17641216635630047 0.1750465549348231
500 190 36100 -61.687359320974714 0.28436368699526593 0.2845168476747424 -3.8823916556237994 0.1794346978557505 0.17992202729044834
500 200 40000 -61.67268913545043 0.288643216080402 0.287286432160804 -3.831923369811024 0.1758668341708543 0.17673366834170853
500 210 44100 -62.72355975917003 0.2999316473000684 0.2998632946001367 -3.8575237860284375 0.17689678742310322 0.17760309865573023
500 220 48400 -62.48219247661083 0.2959007887090079 0.29634703196347034 -3.8163697847726707 0.17220838522208387 0.17168949771689498
500 230 52900 -62.84616540817718 0.29554775014239604 0.29544332637174864 -3.802961843186034 0.1705714828175432 0.17157774824378205
500 240 57600 -63.08371018580078 0.2956677126917713 0.2955020920502092 -3.7564731902149537 0.1702057182705718 0.16957810320781033
500 250 62500 -63.10622522615646 0.30001606425702815 0.30003212851405625 -3.8027710949804483 0.17277911646586347 0.1735582329317269

2000 10 100 -43.08478223772833 0.21666666666666665 0.23333333333333334 -3.095731814450497 0.10944444444444444 0.10888888888888888
2000 20 400 -54.553127455883995 0.2578947368421053 0.2657894736842105 -2.9438733098634544 0.10131578947368419 0.10263157894736842
2000 30 900 -53.75581160034641 0.2068965517241379 0.21379310344827587 -2.624994518099149 0.08965517241379309 0.07931034482758621
2000 40 1600 -55.80413835290554 0.22179487179487178 0.2185897435897436 -2.8276785793883343 0.10256410256410256 0.10512820512820513
2000 50 2500 -56.187622490056725 0.23346938775510204 0.22693877551020408 -3.0763267215975554 0.1193877551020408 0.11877551020408163
2000 60 3600 -56.78994310102662 0.23389830508474574 0.2344632768361582 -3.0505489107970236 0.1252824858757062 0.1172316384180791
2000 70 4900 -58.123643449526625 0.25579710144927537 0.25445134575569356 -3.3474530565040186 0.14223602484472053 0.14161490683229813
2000 80 6400 -58.62091723559065 0.23916139240506332 0.2408227848101266 -3.371217214306544 0.13939873417721516 0.14129746835443038
2000 90 8100 -57.48470677283622 0.23077403245942568 0.2282147315855181 -3.3845606267090913 0.14413233458177283 0.14382022471910114
2000 100 10000 -56.730029837164835 0.23106060606060605 0.23212121212121212 -3.562552727528051 0.15121212121212124 0.15242424242424243
2000 110 12100 -57.47000634685494 0.22931609674728942 0.23135946622185155 -3.5501557229167306 0.15291909924937447 0.15129274395329442
2000 120 14400 -58.20913676462806 0.24163165266106446 0.2415966386554622 -3.624071691671639 0.15903361344537814 0.15973389355742296
2000 130 16900 -58.59183356554781 0.23870005963029223 0.23893858079904592 -3.5696955501263528 0.15310077519379844 0.15235539654144306
2000 140 19600 -58.62599597033778 0.24329393627954782 0.24373072970195273 -3.6347252037563718 0.15696300102774924 0.1567831449126413
2000 150 22500 -59.55111386287415 0.25662192393736016 0.259910514541387 -3.6414204678027993 0.15948545861297542 0.15897091722595078
2000 160 25600 -57.686995028134994 0.24219732704402516 0.2406446540880503 -3.667498414207186 0.1621069182389937 0.16171383647798743
2000 170 28900 -57.85856999247916 0.23557257222415595 0.23585102680125306 -3.6420764773184295 0.15861468847894186 0.15840584754611903
2000 180 32400 -59.10109388665444 0.24576350093109872 0.24708255741775295 -3.641902912837525 0.1558814400993172 0.15620732464307882
2000 190 36100 -59.40158651302489 0.2532581453634085 0.2538847117794486 -3.677928352585505 0.15832637148426626 0.15875800612642718
2000 200 40000 -59.42175536550204 0.2574246231155779 0.2598492462311558 -3.7105557669912845 0.16077889447236182 0.1615577889447236
2000 210 44100 -59.82799020335768 0.2623832308042834 0.2676236044657097 -3.635277252466026 0.15928457507404875 0.15666438824333562
2000 220 48400 -59.75422907573024 0.26242216687422165 0.26575342465753427 -3.64848451560358 0.15960979659609797 0.1555832295558323
2000 230 52900 -59.78637398239276 0.26498006455287637 0.26474273780140495 -3.678034363959937 0.1596354661097399 0.15840136700208848
2000 240 57600 -60.11907889630907 0.2654550209205021 0.2642433751743375 -3.738740106950336 0.16239539748953974 0.1622907949790795
2000 250 62500 -60.14999513264667 0.27195983935742973 0.27191967871485945 -3.7658370214940535 0.1670441767068273 0.1660883534136546
