file thresh eer comput_time
1712004865 -1.478162264177335 0.13632653061224492 44.34480118751526
1712004865 -1.0422472225675363 0.12061224489795919 43.27556657791138
1712004865 -1.4730711932887113 0.14387755102040819 44.08517026901245
1712004865 -1.1600457554486798 0.1489795918367347 44.278584241867065
1712004865 -1.2735730577692317 0.13081632653061226 44.9258337020874

1712187135 -0.886918610760431 0.11755102040816326 44.20555019378662
1712187135 -1.1803469528594184 0.13959183673469389 43.95679688453674
1712187135 -1.6704822824829035 0.1369387755102041 42.828593015670776
1712187135 -0.9750187092157967 0.1430612244897959 43.047317028045654
1712187135 -1.0313317851305988 0.13326530612244897 42.98634624481201

1712187221 -1.3858300026533397 0.1442857142857143 45.58683109283447
1712187221 -1.148692145836759 0.14408163265306123 44.36202144622803
1712187221 -1.1405882694929073 0.15510204081632656 45.365445375442505
1712187221 -1.2661967273229993 0.15836734693877552 44.18876028060913
1712187221 -1.2562405469476743 0.13938775510204082 44.212708711624146

1716131354 -1.7641869064315825 0.15938775510204086 44.74365448951721
1716131354 -1.3821687468470987 0.15224489795918368 45.64627027511597
1716131354 -1.2356298419940919 0.1412244897959184 44.81005382537842
1716131354 -0.9783652801993162 0.14204081632653062 45.520551443099976
1716131354 -0.9585640517247777 0.11612244897959184 44.57628059387207

1717973308 -1.2986849102567966 0.1442857142857143 44.83470416069031
1717973308 -1.7687306715901077 0.20714285714285713 44.17759466171265
1717973308 -1.6815025794773755 0.15612244897959185 43.43470025062561
1717973308 -0.9965350154103351 0.15918367346938778 44.044726848602295
1717973308 -1.3447293326562686 0.15551020408163269 45.072593688964844
