file thresh eer comput_time
1711712351 0.13679934217472295 0.061632653061224514 46.969353437423706
1711712351 0.16026405755590248 0.04081632653061226 46.140090227127075
1711712351 0.05822375730435397 0.061224489795918394 47.92889046669006
1711712351 0.34806950857393704 0.024285714285714292 47.33475112915039
1711712351 0.35983700852670497 0.03530612244897961 46.53537678718567

1712444243 0.4369553149142655 0.023265306122448988 50.40636467933655
1712444243 0.6248432480557773 0.029795918367346956 49.77129626274109
1712444243 0.29478628774105575 0.024897959183673476 48.44800424575806
1712444243 0.4102436040210404 0.02346938775510205 49.27667450904846
1712444243 0.44266930495417967 0.02183673469387756 49.718255043029785

1712506146 0.32615871289370263 0.038775510204081653 49.09040856361389
1712506146 0.03982735423597774 0.04367346938775512 48.20656394958496
1712506146 0.17832285330480602 0.05632653061224492 48.130467891693115
1712506146 0.3976188849389661 0.03183673469387757 48.70710468292236
1712506146 -0.07880520093850009 0.06571428571428569 48.88542890548706

1712514147 0.1823539493041926 0.06244897959183676 49.02759838104248
1712514147 0.2986506483061862 0.04020408163265308 48.67029023170471
1712514147 0.3871839039170334 0.06142857142857146 49.342397689819336
1712514147 0.3570605816976354 0.03551020408163267 48.1100115776062
1712514147 0.32025455301935607 0.03897959183673471 48.958357095718384

1712524706 -0.06326759184030095 0.06408163265306124 47.21510553359985
1712524706 0.2385657202658575 0.0406122448979592 47.76690363883972
1712524706 0.19187009033597746 0.0406122448979592 48.858908891677856
1712524706 0.15560056910977096 0.03979591836734696 47.399200201034546
1712524706 -0.08074579001542304 0.08081632653061221 48.338921785354614
