seed file num_of_enrolls n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

83 1712189783 1 630436 630436 -60.48747932974004 0.3096465928257645 -3.8355537298176614 0.22201663802605287
83 1712189783 1 630436 630436 -59.29882865993261 0.3100372910320468 -3.6457637544424415 0.22030217171027347
83 1712189783 1 630436 630436 -59.87465421264869 0.3061287207651332 -3.8174761159235686 0.2265049027860276
83 1712189783 1 630436 630436 -59.7705117594179 0.2860411154274969 -3.760965020459821 0.21806042163642197
83 1712189783 1 630436 630436 -59.91497070560911 0.2983901963337897 -3.9172253776723664 0.22780405373212081

83 1712189783 2 630436 1260872 -58.738433308902415 0.2869924496777534 -3.517888164777162 0.1788778385177609
83 1712189783 2 630436 1260872 -60.32682369493273 0.29487073606906783 -3.608779288046378 0.1915040610378596
83 1712189783 2 630436 1260872 -59.30641810651446 0.29215093656395225 -3.6079286630972547 0.1938339564387382
83 1712189783 2 630436 1260872 -60.62700832476992 0.27764745680878977 -3.694363937949788 0.18508612830783208
83 1712189783 2 630436 1260872 -59.53851239915991 0.2873315312510919 -3.7328227378940255 0.1879155138951976

83 1712189783 3 630436 1891308 -62.339437188534475 0.28347934222939386 -3.7349023754266 0.17370744010088274
83 1712189783 3 630436 1891308 -61.73208390245846 0.2913465111920742 -3.622620454063849 0.17256631546180207
83 1712189783 3 630436 1891308 -59.37773916791938 0.28652869408330445 -3.3294674010950303 0.16836710384631265
83 1712189783 3 630436 1891308 -60.606713042605406 0.2809104221128832 -3.4106193696401306 0.15879261548626045
83 1712189783 3 630436 1891308 -59.86395872304198 0.280962038745827 -3.6045762125343495 0.18103223736663057

83 1712189783 4 630436 2521744 -60.66800080354159 0.27843282373158085 -3.533398064814776 0.1646165598864116
83 1712189783 4 630436 2521744 -60.41055336933164 0.2770987322954949 -3.4812014901918644 0.1624161031189152
83 1712189783 4 630436 2521744 -61.022904484265865 0.2846196727664292 -3.6496977755463433 0.16648587610102247
83 1712189783 4 630436 2521744 -59.784955770747956 0.2682905524091468 -3.5834704660563546 0.16348337626778392
