seed seed_eval num_of_speakers n_pairs thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

41 9 50 2500 -66.7161796844371 0.4179591836734694 -0.6998069564087687 0.06326530612244902
41 9 50 2500 -76.45038043154672 0.416734693877551 0.06728832776152015 0.03816326530612246
41 9 50 2500 -67.25912098347303 0.3653061224489796 -0.22604804251241906 0.039591836734693894
41 9 50 2500 -75.07747332897945 0.4030612244897959 -0.08871144267431175 0.03897959183673471
41 9 50 2500 -73.10620856261757 0.3922448979591837 0.7266182043536031 0.01816326530612246

41 9 100 10000 -75.12325254181874 0.40161616161616165 0.09880574503226659 0.03181818181818183
41 9 100 10000 -77.49049232905192 0.420959595959596 -0.4690823689606422 0.052070707070707094
41 9 100 10000 -74.6940124344678 0.40075757575757576 0.1673707175555082 0.02853535353535355
41 9 100 10000 -71.66843216701567 0.4090909090909091 -0.16420119287467444 0.044393939393939416
41 9 100 10000 -73.5988590652802 0.3804545454545455 -0.28788114676160603 0.04944444444444447

41 9 150 22500 -74.72855468856804 0.41731543624161077 -0.5372344766982422 0.060827740492170046
41 9 150 22500 -74.21714704091053 0.4023937360178971 -0.35531794978953973 0.04527964205816554
41 9 150 22500 -74.84684046496064 0.4094407158836689 -0.6081572628165901 0.0674496644295302
41 9 150 22500 -74.25650191017898 0.4070917225950783 -0.07452627951845023 0.040111856823266234
41 9 150 22500 -76.97398581991973 0.4075391498881432 0.12477986927617082 0.03317673378076062

41 9 200 40000 -78.84110293295791 0.4443341708542713 -0.49893655925668823 0.04903266331658293
41 9 200 40000 -75.12712695212234 0.40996231155778895 -0.33279380154804655 0.04900753768844224
41 9 200 40000 -76.35692958482257 0.43540201005025125 -0.06816335207375827 0.040351758793969864
41 9 200 40000 -74.2283428536011 0.42040201005025124 -0.422496118700554 0.049773869346733696
41 9 200 40000 -74.6664799782036 0.4310427135678392 -0.5051732140331772 0.055992462311557814

41 9 250 62500 -73.81639940902528 0.4073734939759036 -0.08311083082449147 0.0426265060240964
41 9 250 62500 -76.53526555815145 0.42363855421686747 -0.5053903405884356 0.06407228915662648
41 9 250 62500 -76.00103813932807 0.41080321285140564 -0.21866896351525447 0.041132530120481944
41 9 250 62500 -73.59895017623596 0.4169236947791165 -0.32350045781444875 0.05298795180722894
41 9 250 62500 -76.81415462914096 0.4210120481927711 -0.42440962146836714 0.05766265060240966

41 9 300 90000 -72.42043526881359 0.38648829431438125 -0.39697154035327553 0.05062430323299891
41 9 300 90000 -75.8166012626577 0.43727982162764767 -0.30484320747053734 0.049676700111482744
41 9 300 90000 -76.13469781140202 0.4203678929765886 -0.34941704303724075 0.05068004459308809
41 9 300 90000 -74.14443194713346 0.3964158305462653 -0.4048570867791606 0.05045150501672243
41 9 300 90000 -75.41616499549005 0.4106688963210703 -0.29605150814543363 0.04980490523968787

41 9 350 122500 -76.09961853431433 0.40908718788374954 -0.45233316878290647 0.05208350388866145
41 9 350 122500 -76.23350271720746 0.42010233319688906 -0.1758811010862106 0.04343839541547276
41 9 350 122500 -74.19681385035449 0.40590667212443715 -0.40358043801605004 0.054834220221039696
41 9 350 122500 -75.97208633195285 0.43110519852640194 -0.42106225131879715 0.057650429799426944
41 9 350 122500 -74.31587754170936 0.39931641424478104 -0.3670463901024863 0.054424887433483414

