seed seed_eval num_of_speakers n_pairs thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

92 921 50 2500 -67.76207020363562 0.39816326530612245 -0.5047993330916625 0.05775510204081635
92 921 50 2500 -73.1063026588439 0.3622448979591837 -0.36552185056747344 0.038367346938775526
92 921 50 2500 -66.67146729732336 0.39714285714285713 0.04425180502693355 0.041020408163265326
92 921 50 2500 -73.04852068327101 0.3840816326530612 -0.21391639100231474 0.0406122448979592
92 921 50 2500 -77.48693396381367 0.3912244897959184 1.3762043193180764 0.024693877551020427

92 921 100 10000 -72.05236979725096 0.37095959595959593 0.05819328312161556 0.03323232323232325
92 921 100 10000 -74.02981853428463 0.42040404040404045 -0.13557177988146968 0.0381818181818182
92 921 100 10000 -69.00314371936808 0.3848989898989899 -0.3080888991196002 0.04202020202020204
92 921 100 10000 -69.72755342176782 0.38136363636363635 -0.3187227692095326 0.04878787878787881
92 921 100 10000 -73.2744843266159 0.39954545454545454 -0.20904988086960657 0.0480808080808081

92 921 150 22500 -71.21672954799747 0.4184563758389262 -0.36110144306044845 0.05277404921700224
92 921 150 22500 -77.31949532526669 0.4150559284116331 0.01824744526702383 0.037069351230425075
92 921 150 22500 -69.90421151274316 0.374407158836689 -0.2781988814817938 0.050917225950783004
92 921 150 22500 -74.82962491066408 0.42610738255033553 -0.04717318511520917 0.0406040268456376
92 921 150 22500 -69.58862067889078 0.38604026845637585 -0.4442827262846101 0.05706935123042506

92 921 200 40000 -75.60958659481848 0.42071608040201003 -0.24080966406607904 0.04570351758793972
92 921 200 40000 -71.26030586900318 0.4030778894472362 -0.37872746226604953 0.058781407035175905
92 921 200 40000 -72.20888966573693 0.4101381909547739 -0.3840462176126817 0.052964824120603035
92 921 200 40000 -68.5473506539499 0.37428391959798996 -0.6089350220037288 0.0683542713567839
92 921 200 40000 -74.31818643004257 0.41076633165829146 -0.425753654807607 0.051834170854271375

92 921 250 62500 -71.71033631519866 0.3908273092369478 -0.6242460059528335 0.0595100401606426
92 921 250 62500 -74.85207953443513 0.3997590361445783 -0.5743004229612276 0.05690763052208837
92 921 250 62500 -71.3443176051541 0.3881847389558233 -0.34443689352097007 0.055437751004016086
92 921 250 62500 -73.02408870046145 0.41522088353413655 -0.5549057208366264 0.060658634538152637
92 921 250 62500 -72.82127761249075 0.40936546184738953 -0.30629183920335884 0.05187148594377512

92 921 300 90000 -72.63637690514486 0.40884057971014487 -0.3757248445042143 0.05646042363433666
92 921 300 90000 -73.94076038984056 0.3900947603121516 -0.2167281472168732 0.04299888517279822
92 921 300 90000 -73.08919675256841 0.3995707915273133 -0.34497162782850854 0.047168338907469326
92 921 300 90000 -74.27984024691091 0.4127536231884058 -0.25831078812134073 0.04666666666666665
92 921 300 90000 -74.20418143774775 0.3852285395763657 -0.31994170462392824 0.045529542920847266

92 921 350 122500 -71.5049917801415 0.4079042161277118 -0.34950241756174966 0.05097830536225949
92 921 350 122500 -72.7763745685 0.39371264838313547 -0.3825616120318062 0.05447400736799017
92 921 350 122500 -71.63848818531281 0.3947728203029063 -0.3080581255257901 0.052828489562013914
92 921 350 122500 -76.25645248500544 0.4198198935734752 -0.23551933233947053 0.045153499795333604
92 921 350 122500 -72.78603524138558 0.39783872288170286 -0.24168333766984584 0.04580843225542366
92 921 350 122500 -73.20386152491258 0.40187474416700775 -0.26267706669064445 0.04771616541353382

92 921 400 160000 -74.17692176974717 0.40311090225563906 -0.3618469623781442 0.051936090225563905
92 921 400 160000 -71.92371802618557 0.4023809523809524 -0.19555495076535478 0.045325814536340873
92 921 400 160000 -74.18901516086545 0.4148934837092732 -0.16326186717972882 0.0442324561403509
92 921 400 160000 -71.34552999695536 0.3923934837092732 -0.5902501030475246 0.06077694235588975
92 921 400 160000 -70.51822961882668 0.3923558897243108 -0.3912403706261332 0.05330611234842861

92 921 450 202500 -72.59616588764447 0.3964093046275674 -0.4225232100062492 0.05573867854491464
92 921 450 202500 -73.65501680193263 0.40452858203415 -0.20328811506812944 0.04484038604305862
92 921 450 202500 -73.91059299207079 0.4131328878990349 -0.2650308948767297 0.04853501608512743
92 921 450 202500 -72.97737941436742 0.4157757980697847 -0.3616083842651152 0.05100717644147488
92 921 450 202500 -74.02636655902508 0.40569166048007915 -0.3673978661737656 0.054248496993987996

92 921 500 250000 -73.54436850593164 0.3863967935871744 -0.26522905821941223 0.0477675350701403
92 921 500 250000 -72.8158509932062 0.3960300601202405 -0.46760250202639475 0.05384769539078159
92 921 500 250000 -71.54284438560065 0.40243687374749504 -0.3672316941394328 0.05229659318637277
92 921 500 250000 -73.95469918395645 0.3936613226452906 -0.3170847082802809 0.05016633266533069
92 921 500 250000 -73.46513802267803 0.3980681362725451 -0.3950439494243767 0.053934426229508205

92 921 550 302500 -74.18604938942873 0.4075591985428051 -0.44055701403008746 0.05393277032621295
92 921 550 302500 -75.13443114104778 0.41479715184633215 -0.3062101463263261 0.049309488325881765
92 921 550 302500 -73.36830188603552 0.4028017883755589 -0.20368435728340373 0.04404537175028976
92 921 550 302500 -73.77786015703673 0.4126014240768339 -0.2675832871154751 0.04763868190097697
92 921 550 302500 -74.2077646743001 0.403404537175029 -0.29105353577339177 0.04863800779076238

92 921 600 360000 -72.81181440369112 0.39683639398998327 -0.17264423281011393 0.044290484140233746
92 921 600 360000 -74.33900949875682 0.3902072899276572 -0.2469690803493665 0.04686421814134667
92 921 600 360000 -74.19162632823304 0.4042014468558709 -0.17968371116126755 0.04329020589872009
92 921 600 360000 -73.18447709444126 0.40485809682804674 -0.35100923767765446 0.05111018363939902
92 921 600 360000 -75.08574214100618 0.40330133555926545 -0.4630218266312856 0.056687211093990775

92 921 650 422500 -73.75029038480415 0.4028457982695271 -0.3457715572938925 0.05230176603057957
92 921 650 422500 -73.79565558031241 0.40034372407253765 -0.29295282311679216 0.049478487614080816
92 921 650 422500 -75.10771048059448 0.401822922839872 -0.26833471799407077 0.04920350835605071
92 921 650 422500 -73.05576106215813 0.3872739125281498 -0.33519582406452875 0.05372525779305442
92 921 650 422500 -74.51262489692311 0.4103057958990163 -0.34023512103967035 0.05131718781933371

92 921 700 490000 -73.04447731467525 0.3871183323114653 -0.38238122147571996 0.053264868179031255
92 921 700 490000 -73.33815734133456 0.39570100143061515 -0.21886608523886203 0.04689556509298999
92 921 700 490000 -74.51385293187973 0.4058951563458001 -0.4725309225851809 0.05727059063968935
