seed file num_of_speakers n_pairs thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

99 1712601399 50 2500 -73.54142698792913 0.43795918367346937 -0.2993073931668806 0.06020408163265309
99 1712601399 50 2500 -77.41261647935136 0.4257142857142857 0.03446226589848675 0.03714285714285716
99 1712601399 50 2500 -82.81877204107924 0.4630612244897959 0.019596906121294996 0.0406122448979592
99 1712601399 50 2500 -75.93250959558885 0.3712244897959184 -0.1329193228756342 0.03857142857142859
99 1712601399 50 2500 -75.81994010965549 0.419795918367347 -0.03233077156065078 0.03938775510204083

99 1712601399 100 10000 -77.47584139590369 0.4121212121212121 -0.12670539696697425 0.03191919191919193
99 1712601399 100 10000 -68.91503626640994 0.3444949494949495 -0.3635494266817733 0.05015151515151517
99 1712601399 100 10000 -74.9100350997306 0.42954545454545456 -0.16717595474541228 0.03979797979797982
99 1712601399 100 10000 -77.32610690428886 0.4393434343434343 -0.4595624623029219 0.05237373737373739
99 1712601399 100 10000 -71.94185288503995 0.42045454545454547 -0.5293546375980508 0.07247474747474746

99 1712601399 150 22500 -79.39473030797794 0.4281879194630872 -0.1767307224815808 0.04190156599552575
99 1712601399 150 22500 -82.2856210339798 0.44666666666666666 -0.03877797212232472 0.04328859060402683
99 1712601399 150 22500 -74.96214547469371 0.41624161073825505 -0.3562494394445063 0.047606263982102895
99 1712601399 150 22500 -76.39335662639888 0.4583892617449664 -0.47950012447338486 0.05863534675615215
99 1712601399 150 22500 -75.27514902923478 0.3825950782997763 -0.3610779579672482 0.04686800894854584

99 1712601399 200 40000 -72.86032193638923 0.399748743718593 -0.35476532561925184 0.05012562814070354
99 1712601399 200 40000 -74.24055611613315 0.40772613065326635 -0.5814878115148895 0.060628140703517616
99 1712601399 200 40000 -75.41572353161594 0.41930904522613066 -0.4804651823202963 0.06003768844221108
99 1712601399 200 40000 -73.67687323756711 0.4198241206030151 -0.29886406941549937 0.04954773869346736
99 1712601399 200 40000 -77.3062137523816 0.42100502512562815 -0.36561534514737837 0.05017587939698495

99 1712601399 250 62500 -75.58612547482849 0.4138955823293173 -0.20320843233207006 0.04615261044176709
99 1712601399 250 62500 -79.7967727403495 0.43918875502008026 -0.3259279508207475 0.04804819277108436
99 1712601399 250 62500 -73.14522710683731 0.42090763052208835 -0.3723205156374306 0.05948594377510043
99 1712601399 250 62500 -72.40035234128578 0.39509236947791165 -0.5902496378755354 0.06831325301204816
99 1712601399 250 62500 -77.78424987265342 0.41333333333333333 -0.456042236363598 0.05677911646586348

99 1712601399 300 90000 -73.90637697849837 0.40080267558528426 -0.4889529980076182 0.05664437012263098
99 1712601399 300 90000 -76.4170239999873 0.4031103678929766 -0.4631625442006538 0.050540691192865125
99 1712601399 300 90000 -75.39002262276557 0.422809364548495 -0.27491708939401144 0.046438127090300985
99 1712601399 300 90000 -74.82925155828373 0.4168896321070234 -0.4980792762306369 0.05745261984392418
99 1712601399 300 90000 -75.43856334194177 0.4098829431438127 -0.28789760889302823 0.049827201783723546

99 1712601399 350 122500 -73.64816408924916 0.4138681948424069 -0.5511550990681643 0.06328694228407694
99 1712601399 350 122500 -72.82302365734218 0.4000327466230045 -0.4663036371316379 0.053917314776913625
99 1712601399 350 122500 -75.8477451812317 0.4285345886205485 -0.430537685580824 0.05683995088006551
99 1712601399 350 122500 -74.82761186650816 0.4061113385182153 -0.2939614023367675 0.050916905444126054
99 1712601399 350 122500 -75.3147478968512 0.41773638968481375 -0.19953967355336627 0.0483831354891527

