seed file num_of_enrolls n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

92 1712611492 1 630436 630436 -74.98977940655539 0.4193319378313391 -0.511247893421114 0.12625031367030787
92 1712611492 1 630436 630436 -72.92887083607172 0.4140281302708523 -0.15491665096180895 0.10850292706013892
92 1712611492 1 630436 630436 -73.14329666047581 0.41483493794886617 -0.3729085185933627 0.12318746208162733
92 1712611492 1 630436 630436 -73.79672151885552 0.4088362910987514 -0.23156136780858105 0.10786685132186224
92 1712611492 1 630436 630436 -74.86611354092997 0.42399172863309625 -0.2885255425590003 0.11561331677365866

92 1712611492 2 630436 1260872 -74.33057974566628 0.4165382868360116 -0.37836692009182116 0.08734725447158859
92 1712611492 2 630436 1260872 -75.86502333563783 0.4192422043002214 -0.286872220573116 0.0805727699232262
92 1712611492 2 630436 1260872 -76.11072553892973 0.4256394903770714 -0.22816747069879284 0.07578036407990574
92 1712611492 2 630436 1260872 -75.208386822943 0.41925093942271957 -0.3093190944226194 0.0839564387382036
92 1712611492 2 630436 1260872 -75.6340051028684 0.4219556509889747 -0.18885874334847585 0.07562472007902905

92 1712611492 3 630436 1891308 -76.45779544062206 0.4192104402184098 -0.12991060456397463 0.05908278037360912
92 1712611492 3 630436 1891308 -74.11289634225939 0.4032767826796815 -0.2059882444481976 0.06563253404315471
92 1712611492 3 630436 1891308 -74.84132148225103 0.4066342461271643 -0.23657763540798746 0.0670388887653619
92 1712611492 3 630436 1891308 -74.05088408505003 0.41213816740306397 -0.26261617503985235 0.06913928867515189
92 1712611492 3 630436 1891308 -75.70556295451327 0.4179065246600449 -0.12652821207916531 0.06191454826711054

92 1712611492 4 630436 2521744 -73.97677981902171 0.4064913077590122 -0.13686916111515757 0.058778639290263335
92 1712611492 4 630436 2521744 -73.8525388262808 0.4053930646303773 -0.1951207022601409 0.06169458200056542
92 1712611492 4 630436 2521744 -73.40754848141378 0.4044607888292077 -0.26902798469549793 0.06396253744191144
92 1712611492 4 630436 2521744 -75.85552562038023 0.4133094679198656 -0.2173623914071925 0.06017308248179124
92 1712611492 4 630436 2521744 -75.09153044326888 0.40272805816638657 -0.30967699172202856 0.06280473665987973

92 1712611492 5 630436 3152180 -74.8277707420976 0.41215007893374334 -0.2806738263783245 0.05950841906988414
92 1712611492 5 630436 3152180 -74.1263629934864 0.41286318257041305 -0.2964150394259605 0.0629540278443941
92 1712611492 5 630436 3152180 -73.70615334608271 0.4070932371093415 -0.29140551603675247 0.061686640980112534
