seed file num_of_enroll n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

83 1712189783 1 1012036 1012036 -59.28650562682549 0.3001552871823783 -3.799884062860542 0.2240823714429839
83 1712189783 1 1012036 1012036 -60.747379059280206 0.2973576451737337 -3.678981560561624 0.20970396526314747
83 1712189783 1 1012036 1012036 -59.95437840033469 0.3000064290871685 -3.7422608733271545 0.2198213702857482
83 1712189783 1 1012036 1012036 -59.56336552324842 0.29975816741342987 -3.3965446024532184 0.20262455120026113
83 1712189783 1 1012036 1012036 -61.23848075167939 0.29931703312463526 -3.612077090135017 0.20560319673995825

83 1712189783 2 1012036 2024072 -60.274065104044325 0.2782207253988507 -3.5384855990276947 0.1788844050127098
83 1712189783 2 1012036 2024072 -60.38965873234196 0.28784061798364047 -3.659868185600999 0.18438226363213756
83 1712189783 2 1012036 2024072 -60.18837675451846 0.2906095763726101 -3.4046983888129603 0.17794971464743875
83 1712189783 2 1012036 2024072 -61.20011051034578 0.2881274541803903 -3.5765399520290657 0.18068504396506532
83 1712189783 2 1012036 2024072 -59.72083351598542 0.2853218994490767 -3.5191420201290384 0.18399602385685881

83 1712189783 3 1012036 3036108 -60.130904801661664 0.28577094646054024 -3.444576612323582 0.16724429542150088
83 1712189783 3 1012036 3036108 -60.158687647046804 0.2703698208757406 -3.5721569271114126 0.16668545938300544
83 1712189783 3 1012036 3036108 -60.89171984054148 0.2833615224078415 -3.527357217099014 0.17103498412510013
83 1712189783 3 1012036 3036108 -60.01372075044878 0.2734162191032907 -3.4305789819721517 0.16412816632543054
83 1712189783 3 1012036 3036108 -59.60560929101488 0.2732881319050869 -3.58840092610698 0.1721106198629121

83 1712189783 4 1012036 4048144 -60.755425130852274 0.2791227757831123 -3.5117284969033165 0.16404409364707281
83 1712189783 4 1012036 4048144 -59.56563745722022 0.276196552031097 -3.59000066680116 0.1700364974333106
83 1712189783 4 1012036 4048144 -60.76096544116919 0.2870824802429206 -3.523055847588438 0.1654332710206423
