seed file num_of_enroll n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

82 1712189782 1 1012036 1012036 -60.25905752123026 0.29749760145594095 -3.581624836742094 0.21258073449848178
82 1712189782 1 1012036 1012036 -60.13123131482587 0.3062416545503101 -3.5778352529389394 0.21392293008120433
82 1712189782 1 1012036 1012036 -59.29662727730795 0.30945026359257394 -3.4439331963362747 0.21546442736615137
82 1712189782 1 1012036 1012036 -59.73720535337179 0.30337279803764483 -3.499324518752587 0.21352729394775627
82 1712189782 1 1012036 1012036 -61.453600981441696 0.3050166661721215 -3.681184600353845 0.21551783824416687

82 1712189782 2 1012036 2024072 -60.887973150953655 0.28813388326755884 -3.6146480872066036 0.18283285362452154
82 1712189782 2 1012036 2024072 -59.61514668949678 0.2797083172606154 -3.579558147476746 0.18768285807542803
82 1712189782 2 1012036 2024072 -60.16038522093902 0.2831834861477899 -3.5481496085237723 0.1800604334193842
82 1712189782 2 1012036 2024072 -61.01175074253615 0.29020355479065907 -3.6034767427850056 0.18485504881160797
82 1712189782 2 1012036 2024072 -58.53155135861931 0.2803749641454754 -3.6920502511180757 0.1967533109798918

82 1712189782 3 1012036 3036108 -61.24509926323716 0.2821533485653245 -3.5768132056753834 0.17207847442706942
82 1712189782 3 1012036 3036108 -61.96016015425497 0.29123369237312446 -3.6278198264430634 0.17390235700226497
82 1712189782 3 1012036 3036108 -60.9527763490643 0.29126880507996794 -3.504231276849282 0.1672081936243237
82 1712189782 3 1012036 3036108 -60.26192936404675 0.27849767069226433 -3.6287419299132657 0.17357447355666994
82 1712189782 3 1012036 3036108 -60.649935113416255 0.2782672126445308 -3.5491844887462016 0.17008446831449117

82 1712189782 4 1012036 4048144 -60.16104119721851 0.2743543712847294 -3.549806913399209 0.16598023797513423
82 1712189782 4 1012036 4048144 -60.4184988185103 0.27774151113221174 -3.728528531786935 0.1775634748721601
82 1712189782 4 1012036 4048144 -60.37509774179412 0.2666498521309951 -3.5649474985243614 0.1648591040819758
82 1712189782 4 1012036 4048144 -60.61948372347061 0.2781223109106555 -3.521994402759219 0.16498768582534643
82 1712189782 4 1012036 4048144 -59.85748336220033 0.2819199232465901 -3.5641584890374816 0.17397851695795374

82 1712189782 5 1012036 5060180 -61.645701545942686 0.277462093112964 -3.7421038784589427 0.16988368297676626
82 1712189782 5 1012036 5060180 -60.78761938018086 0.2755491924077426 -3.513255718913547 0.15996112874988871
82 1712189782 5 1012036 5060180 -61.63513268739261 0.27424952770936567 -3.526716910472305 0.15696022867768514
82 1712189782 5 1012036 5060180 -61.07238341973366 0.2731847719652236 -3.4441204699468018 0.15394251406981002
82 1712189782 5 1012036 5060180 -61.26153061920625 0.28038188777781076 -3.6512100990717045 0.1661750887708574

82 1712189782 6 1012036 6072216 -60.83300982835931 0.2711462567876324 -3.657790914857685 0.16224296014955047
82 1712189782 6 1012036 6072216 -61.248867766063654 0.2782701799155317 -3.6030445426484334 0.16132607341028454
82 1712189782 6 1012036 6072216 -61.22636839937102 0.2743810767237371 -3.5446267388001993 0.15299892189153633
82 1712189782 6 1012036 6072216 -60.159048846506245 0.2635238321315886 -3.4531109648521956 0.15213148966895146
82 1712189782 6 1012036 6072216 -60.5668359700202 0.2741857313828472 -3.555882312073038 0.16165989139788134

82 1712189782 7 1012036 7084252 -59.52611243055295 0.26717357546264703 -3.472510783236479 0.15423726298922882
82 1712189782 7 1012036 7084252 -60.617655354604835 0.27751204217481185 -3.6147516906281845 0.16493526403766456
82 1712189782 7 1012036 7084252 -60.79697982654016 0.2781935254146761 -3.368816917426443 0.15013055992403784
82 1712189782 7 1012036 7084252 -61.359382705096614 0.2822967666636994 -3.693095855584277 0.16344965035656706
