seed file num_of_enroll n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

69 1712189769 1 1012036 1012036 -59.97738566349699 0.2984748227055577 -3.8618710080543224 0.22682264621227857
69 1712189769 1 1012036 1012036 -60.14225109834467 0.2992715349692887 -3.7762186964440616 0.22033915907539836
69 1712189769 1 1012036 1012036 -59.89020681786644 0.3011611920516701 -3.8129854378830714 0.22434398583622644
69 1712189769 1 1012036 1012036 -59.921551134017136 0.30224078415081645 -3.7049298847405225 0.21828877481380377
69 1712189769 1 1012036 1012036 -59.09727442640792 0.2948201339228312 -3.8476687917304844 0.2260333521260497

69 1712189769 2 1012036 2024072 -60.50245354804014 0.29228558994292947 -3.905875870768 0.20257707486424736
69 1712189769 2 1012036 2024072 -60.972145241511555 0.29110609972008744 -3.803315485779592 0.1969664599467869
69 1712189769 2 1012036 2024072 -61.28822497401018 0.2963012966974274 -3.6604907392357973 0.19067040542812774
69 1712189769 2 1012036 2024072 -61.05641240910086 0.28847413034232416 -3.7489797810451932 0.19384241812804762
69 1712189769 2 1012036 2024072 -59.88934590410679 0.2912861141608063 -3.9159551414581983 0.20663283977725683

69 1712189769 3 1012036 3036108 -60.78680822897419 0.2884261594611436 -3.785148119529026 0.1860830044607974
69 1712189769 3 1012036 3036108 -60.72525424545961 0.28520123042837503 -3.8025524704914915 0.18620367348149908
69 1712189769 3 1012036 3036108 -60.45834046120061 0.28145999624145673 -3.8361018474750685 0.1880008506176869
69 1712189769 3 1012036 3036108 -60.90121584239015 0.2829634135485594 -3.6483406110965766 0.17681720621544367
69 1712189769 3 1012036 3036108 -59.33759129227921 0.2793744992730186 -3.754664186966693 0.1850068741778187

69 1712189769 4 1012036 4048144 -61.151258395406046 0.291565532180054 -3.882528208862311 0.18679119313966946
69 1712189769 4 1012036 4048144 -60.821856090915134 0.28143032353144815 -3.7354204729315654 0.17672423172408339
69 1712189769 4 1012036 4048144 -60.32636251564372 0.27808917638447916 -3.8615947327667755 0.18390354391066532
69 1712189769 4 1012036 4048144 -60.17279038022858 0.27841953255590834 -3.703215040139952 0.174842487364371
69 1712189769 4 1012036 4048144 -59.97271941696411 0.2785105288666014 -3.7564173671847527 0.18010889884573156

69 1712189769 5 1012036 5060180 -60.3737698263938 0.27529499619200226 -3.756250241327325 0.1741382550468334
69 1712189769 5 1012036 5060180 -60.08198186706902 0.27643591189183303 -3.74031247852231 0.1725913177650515
69 1712189769 5 1012036 5060180 -59.8120001734527 0.27525246530765657 -3.7735313882638595 0.17687308981929323
69 1712189769 5 1012036 5060180 -60.30775125048028 0.27656152636420284 -3.70237409720703 0.17034410452706644
69 1712189769 5 1012036 5060180 -60.74408528530455 0.27812132182032184 -3.6930849504108436 0.16878925452261556

69 1712189769 6 1012036 6072216 -60.660666401240974 0.2750541526957657 -3.708542513088313 0.16801974224305904
69 1712189769 6 1012036 6072216 -60.378927576379795 0.27638645737515205 -3.6898649282227134 0.167741313314145
69 1712189769 6 1012036 6072216 -60.381095910907085 0.2753582979733539 -3.6025548472447517 0.1637488501824872
