seed file num_of_trials n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

821 1712189782 1 630436 12608720 -60.284970716277556 0.27069747570841846 -3.554381388406955 0.14965250094498145
821 1712189782 1 630436 12608720 -60.629438460986236 0.2759274317786933 -3.6552324942716097 0.1573084387636149
821 1712189782 1 630436 12608720 -60.96173577162473 0.2771392314998047 -3.5955953392352797 0.14830093926389915
821 1712189782 1 630436 12608720 -60.97232826912445 0.2762943069236169 -3.5040602390426843 0.1462497736809171
821 1712189782 1 630436 12608720 -60.698318381941945 0.27329180709037837 -3.5038348238686923 0.1512248229946541

821 1712189782 2 630436 25217440 -60.58926275768672 0.26175112206619 -3.6632208782212077 0.12076306853735932
821 1712189782 2 630436 25217440 -61.38972948061714 0.2660337143964348 -3.5874218181245707 0.11453492619615593
821 1712189782 2 630436 25217440 -61.81776629199155 0.268291346511192 -3.5840321222897584 0.11218676644823564
821 1712189782 2 630436 25217440 -61.367403460558805 0.26854863557386577 -3.438224676532434 0.1085188091010447
821 1712189782 2 630436 25217440 -61.53571661181081 0.2700915758478628 -3.5706861250995727 0.1120271519371325

821 1712189782 3 630436 37826160 -61.23804295884101 0.26483541441009334 -3.6458755852855327 0.10474205977364917
821 1712189782 3 630436 37826160 -61.166294676141305 0.2591639376026377 -3.559756816582931 0.09923655029365894
821 1712189782 3 630436 37826160 -61.292299110464725 0.2621982015176878 -3.4633801790446097 0.09427261840855596
821 1712189782 3 630436 37826160 -61.715238227269836 0.267146251361885 -3.6747365868253365 0.10680196047912942
821 1712189782 3 630436 37826160 -61.78428989909189 0.2585326264766328 -3.621339346551565 0.10216837504486675

821 1712189782 4 630436 50434880 -61.25324468308842 0.2593259344198767 -3.593917660760745 0.09436870475603595
821 1712189782 4 630436 50434880 -61.27808718436616 0.2579084622690354 -3.447525481893595 0.08660556316128845
821 1712189782 4 630436 50434880 -61.78793654456534 0.2666920249919796 -3.5474208519313435 0.09057289697955344
821 1712189782 4 630436 50434880 -61.33937959116785 0.2605091464673576 -3.5987358335713053 0.09326490291308395
821 1712189782 4 630436 50434880 -61.846419144475966 0.26582645376261427 -3.496105102197082 0.09092389008357127

821 1712189782 5 630436 63043600 -61.440872235396384 0.2570143033660398 -3.515387943794277 0.08551129054287993
821 1712189782 5 630436 63043600 -61.020331729970586 0.25691424650833333 -3.53440032135337 0.08649597707903853
821 1712189782 5 630436 63043600 -61.76700521768109 0.25813954596421457 -3.5087078845046973 0.08453533912921946
