seed file num_of_speakers n_pairs thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

47 1712099157 10 100 -44.458728970167044 0.1111111111111111 -4.716890394550415 0.18888888888888888
47 1712099157 10 100 -65.75656430775096 0.43333333333333335 -1.6483788266948853 0.09444444444444444
47 1712099157 10 100 -47.90693109164977 0.2833333333333333 -2.0206407017846755 0.07777777777777777
47 1712099157 10 100 -50.723520697689345 0.11666666666666665 -4.446863537352193 0.1111111111111111
47 1712099157 10 100 -62.339978227025476 0.3666666666666667 -4.4402387203974 0.1222222222222222

47 1712099157 20 400 -57.165594857824935 0.25 -3.896434443914299 0.15263157894736845
47 1712099157 20 400 -51.702651248484614 0.18289473684210522 -2.760868431925621 0.10657894736842105
47 1712099157 20 400 -62.219412645903574 0.31447368421052635 -3.688863082636918 0.19868421052631577
47 1712099157 20 400 -63.66833188191077 0.27763157894736845 -3.5580564373151637 0.10657894736842105
47 1712099157 20 400 -52.54402834650158 0.20921052631578946 -3.5896796410527965 0.16973684210526319

47 1712099157 30 900 -57.71790512567239 0.20574712643678159 -3.3769889091963443 0.1471264367816092
47 1712099157 30 900 -56.74798518882431 0.267816091954023 -2.9268070332832044 0.1614942528735632
47 1712099157 30 900 -60.698581104492035 0.2982758620689655 -3.251712815063988 0.13103448275862067
47 1712099157 30 900 -59.869895650668646 0.2603448275862069 -4.050945466969269 0.13908045977011493
47 1712099157 30 900 -61.990756342743644 0.2741379310344828 -4.171309321439605 0.16724137931034483

47 1712099157 40 1600 -62.84941525565827 0.2695512820512821 -4.110993852870115 0.15544871794871795
47 1712099157 40 1600 -60.93764697896821 0.27852564102564104 -3.1859510042983312 0.14551282051282052
47 1712099157 40 1600 -51.877219460000845 0.2695512820512821 -3.3351469001830774 0.1746794871794872
47 1712099157 40 1600 -63.03459472426517 0.22083333333333333 -3.32236740341472 0.11730769230769231
47 1712099157 40 1600 -60.8782113294239 0.26634615384615384 -3.3083363391181573 0.12596153846153846

47 1712099157 50 2500 -60.24610832413689 0.26081632653061226 -3.801607156917441 0.14489795918367349
47 1712099157 50 2500 -59.37485580078534 0.25244897959183676 -3.420599121452637 0.13510204081632654
47 1712099157 50 2500 -60.00969311040901 0.256734693877551 -3.9470902986428356 0.18183673469387757
47 1712099157 50 2500 -56.82549661331197 0.24081632653061225 -3.625572543106495 0.16081632653061226
47 1712099157 50 2500 -60.523742690015446 0.2785714285714286 -3.6790597958502507 0.16163265306122448

47 1712099157 100 10000 -65.73255865761213 0.3010606060606061 -3.757520333249623 0.1388888888888889
