,eer_ignorant,eer_ignorant,eer_lazy-informed,eer_lazy-informed
,mean,std,mean,std
num_of_enrolls,,,,
1,38.54688128772636,2.2094906137030876,30.198792756539234,2.2473846338396926
5,35.94527162977867,2.091782282527929,25.23501006036217,2.8317490392382965
10,34.93762575452716,2.469926481202412,23.16619718309859,2.5705644788679343
15,36.0225352112676,2.082634449396429,22.70985915492957,2.401270768291571
20,35.44104627766599,2.579168113036332,22.598390342052312,2.20570911199646
25,35.12193158953722,2.522325810304885,22.96338028169014,2.8067014357486775
30,34.71670020120724,2.145470377674317,23.235412474849092,1.7850907177756887
