seed file num_of_trials n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

87 1711723187 1 630436 12608720 -75.46637512758977 0.4070201797211749 -0.17623593240454055 0.04542819570486084
87 1711723187 1 630436 12608720 -73.8750730909779 0.402959935963611 -0.30188069127306105 0.05199621372144804
87 1711723187 1 630436 12608720 -74.63092265528225 0.40071262717544254 -0.11171106900432619 0.041843619072425266
87 1711723187 1 630436 12608720 -75.2249354178103 0.40187836897792717 -0.1741219750626783 0.045067673376299536
87 1711723187 1 630436 12608720 -74.37164788882345 0.40865920634265185 -0.29195589252374815 0.05280858011377894

87 1711723187 2 630436 25217440 -74.48812994246339 0.39921495071802704 -0.26193519393692666 0.02685891347781758
87 1711723187 2 630436 25217440 -75.11191448470659 0.4014805238532373 0.029717998741136852 0.01986843317313646
87 1711723187 2 630436 25217440 -75.6896643004879 0.4067676552707729 0.055795177309198606 0.02003678280673778
87 1711723187 2 630436 25217440 -74.11298071328511 0.39796344589465127 -0.14739021669351757 0.024481371954221592
87 1711723187 2 630436 25217440 -74.84998335991808 0.4016544322011556 0.08696700540888144 0.019358619660060777

87 1711723187 3 630436 37826160 -75.08510367873072 0.4023278307355609 -0.05871456184817513 0.01760603644610747
87 1711723187 3 630436 37826160 -74.11295449300906 0.40081030172701315 0.09452308039549659 0.014007165976856684
87 1711723187 3 630436 37826160 -74.30039491974229 0.3968818789089673 -0.019284577159176784 0.01657290968518616
87 1711723187 3 630436 37826160 -74.78458108295355 0.4017608418752243 0.14771930980831105 0.013653790566702979
87 1711723187 3 630436 37826160 -74.95494692898596 0.40418126490926587 0.06503553206218081 0.0139690490786828

87 1711723187 4 630436 50434880 -74.41111532286045 0.3983390561620731 -0.09113502241168447 0.014420099040407083
87 1711723187 4 630436 50434880 -74.98150691831572 0.40075074407361644 0.0791480206341106 0.012782660623020674
87 1711723187 4 630436 50434880 -75.47114188300932 0.40708291378275274 0.009213819994744198 0.013791170220538015
87 1711723187 4 630436 50434880 -75.08530608508113 0.40173384240568455 -0.05025159344509689 0.014801268022145932
87 1711723187 4 630436 50434880 -75.21637206522804 0.4044893765028381 0.13864294737686578 0.01121192677743862

87 1711723187 5 630436 63043600 -75.05014182890794 0.40286940833044804 0.2171355973876905 0.009776984381600965
87 1711723187 5 630436 63043600 -75.46729839177516 0.4066358343312549 -0.09197996226012264 0.013664907995337029
87 1711723187 5 630436 63043600 -75.26732543629645 0.4019172799781463 -0.033453879394988915 0.012893834909361168
87 1711723187 5 630436 63043600 -75.21194394326422 0.40500474873023085 0.12813195967700267 0.010305062241718302
87 1711723187 5 630436 63043600 -74.93000934641843 0.4029337305961165 0.17091457078558392 0.01007000803631269

87 1711723187 6 630436 75652320 -75.26495039876126 0.40267564743139755 0.1946539935468228 0.008870119845880702
87 1711723187 6 630436 75652320 -75.1882518090228 0.40284479116704414 -0.23069294464814996 0.01617506456049626
87 1711723187 6 630436 75652320 -75.05399227776522 0.40298375902496975 0.13274965527523647 0.010058890607678641
87 1711723187 6 630436 75652320 -75.08033447387167 0.4002814297648505 0.15459526811929153 0.009897687892484927
87 1711723187 6 630436 75652320 -75.65301186056993 0.4038342423154745 0.36020258494644203 0.006611693629078099

87 1711723187 7 630436 88261040 -74.98599047935029 0.40209595293833644 0.10080156725993317 0.00994533401520228
87 1711723187 7 630436 88261040 -75.265236251005 0.40688200596529456 0.11021920821375732 0.009913569933390712
87 1711723187 7 630436 88261040 -74.49315890500387 0.3966460306015164 0.1847954856283796 0.008702564314324675
87 1711723187 7 630436 88261040 -75.11753028309188 0.40115732432080453 0.02503268270348989 0.010314591466261772
87 1711723187 7 630436 88261040 -75.11494117013648 0.4044187014208074 0.27329881635683934 0.007367678776193463

87 1711723187 8 630436 100869760 -74.65067119873723 0.399036277757837 0.14847171108132856 0.008868531641790123
87 1711723187 8 630436 100869760 -75.52472284090189 0.4046569320343941 0.16628846659604193 0.00853262647663278
